Name,Status,Termination,Guard,Bound,Cex Size,Trigger Passing Bound, Init Sequence Length, Liveness Loop Length
sbr.sbc_compliance1.sbc_ifc_compliance.agent_credit_compliance.FlowCornerCover[1].immediateResponse_3_3_2_2.immediateResponse_3_3_2_2_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_ism_compliance.AgentISMCover[1].ISMPM_002_CoverEachAgentISMState_Trigger.ISMPM_002_CoverEachAgentISMState_Trigger_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_ism_compliance.ISMPM_008_AgentMustReturnCreditsBeforeMovingTo_CREDIT_REQ_Trigger.ISMPM_008_AgentMustReturnCreditsBeforeMovingTo_CREDIT_REQ_Trigger_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_ism_compliance.ISMPM_046_AgentMustEnter_IDLE_REQ_CondsForEnteringIdleCease.ISMPM_046_AgentMustEnter_IDLE_REQ_CondsForEnteringIdleCease_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_ism_compliance.ISMPM_046_AgentMustEnter_IDLE_REQ_Trigger.ISMPM_046_AgentMustEnter_IDLE_REQ_Trigger_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_ism_compliance.state1_cover[1].state2_cover[0].agent_legal_transition_cover.agentIsm_transition_legal.agentIsm_transition_legal_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_ism_compliance.state1_cover[1].state2_cover[1].agent_legal_transition_cover.agentIsm_transition_legal.agentIsm_transition_legal_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_ism_compliance.state1_cover[1].state2_cover[3].agent_legal_transition_cover.agentIsm_transition_legal.agentIsm_transition_legal_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_ism_compliance.state1_cover[3].state2_cover[1].agent_legal_transition_cover.agentIsm_transition_legal.agentIsm_transition_legal_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger1.SBMI_027_030_031_RegAccessIsValid_Trigger1_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger2.SBMI_027_030_031_RegAccessIsValid_Trigger2_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger3.SBMI_027_030_031_RegAccessIsValid_Trigger3_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger4.SBMI_027_030_031_RegAccessIsValid_Trigger4_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger5.SBMI_027_030_031_RegAccessIsValid_Trigger5_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger6.SBMI_027_030_031_RegAccessIsValid_Trigger6_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[0].SBMI_034_RegWriteIsValid_Trigger.SBMI_034_RegWriteIsValid_Trigger_COVER,covered,success,safety,-1,60,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[0].SBMI_DataMessageIsValid_Trigger.SBMI_DataMessageIsValid_Trigger_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[0].SBMI_RegReadIsValid_Trigger.SBMI_RegReadIsValid_Trigger_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[0].SBMI_SimpleMessageIsValid_Trigger.SBMI_SimpleMessageIsValid_Trigger_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[1].SBMI_024_MessageIsSizeAndRangeValid_Trigger.SBMI_024_MessageIsSizeAndRangeValid_Trigger_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger1.SBMI_027_030_031_RegAccessIsValid_Trigger1_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger2.SBMI_027_030_031_RegAccessIsValid_Trigger2_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger3.SBMI_027_030_031_RegAccessIsValid_Trigger3_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger4.SBMI_027_030_031_RegAccessIsValid_Trigger4_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger5.SBMI_027_030_031_RegAccessIsValid_Trigger5_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger6.SBMI_027_030_031_RegAccessIsValid_Trigger6_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[1].SBMI_034_RegWriteIsValid_Trigger.SBMI_034_RegWriteIsValid_Trigger_COVER,covered,success,safety,-1,60,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[1].SBMI_DataMessageIsValid_Trigger.SBMI_DataMessageIsValid_Trigger_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.MessageValidityCheckCover[1].SBMI_SimpleMessageIsValid_Trigger.SBMI_SimpleMessageIsValid_Trigger_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.PowerDownRcv_3_3_2_1.PowerDownRcv_3_3_2_1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger1.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger1_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger2.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger2_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger3.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger3_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger4.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger4_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger5.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger5_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.SBMI_036_CompletionIsValid_Trigger1.SBMI_036_CompletionIsValid_Trigger1_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.SBMI_036_CompletionIsValid_Trigger2.SBMI_036_CompletionIsValid_Trigger2_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.UnsuccessfulRcv_3_3_2_1.UnsuccessfulRcv_3_3_2_1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.UnsuccessfulSend_3_3_2_1.UnsuccessfulSend_3_3_2_1_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.broadcastAggregateRcv_3_4_2.broadcastAggregateRcv_3_4_2_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.broadcastAggregate_3_4_2.broadcastAggregate_3_4_2_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.broadcastMany_3_4_2.broadcastMany_3_4_2_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.broadcastSend_3_4_2.broadcastSend_3_4_2_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.readRcv_3_7_3_1.readRcv_3_7_3_1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.readSend_3_7_3_1.readSend_3_7_3_1_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.receiveNz_3_7_3_1.receiveNz_3_7_3_1_COVER,covered,success,safety,-1,58,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.receiveZ_3_7_3_1.receiveZ_3_7_3_1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[0].rcv0_3_7_1.rcv0_3_7_1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[0].rcv1_3_7_1.rcv1_3_7_1_COVER,covered,success,safety,-1,58,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[0].rcv2_3_7_1.rcv2_3_7_1_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[0].selfMessageRcv_3_4_1.selfMessageRcv_3_4_1_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[0].selfMessageSend_3_4_1.selfMessageSend_3_4_1_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[0].send0_3_7_1.send0_3_7_1_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[0].send1_3_7_1.send1_3_7_1_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[0].send2_3_7_1.send2_3_7_1_COVER,covered,success,safety,-1,60,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[1].rcv0_3_7_1.rcv0_3_7_1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[1].rcv1_3_7_1.rcv1_3_7_1_COVER,covered,success,safety,-1,58,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[1].rcv2_3_7_1.rcv2_3_7_1_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[1].selfMessageRcv_3_4_1.selfMessageRcv_3_4_1_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[1].selfMessageSend_3_4_1.selfMessageSend_3_4_1_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[1].send0_3_7_1.send0_3_7_1_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[1].send1_3_7_1.send1_3_7_1_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.selfMessage[1].send2_3_7_1.send2_3_7_1_COVER,covered,success,safety,-1,60,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.sendNz_3_7_3_1.sendNz_3_7_3_1_COVER,covered,success,safety,-1,52,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.sendZ_3_7_3_1.sendZ_3_7_3_1_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.writeRcv0_3_7_3_1.writeRcv0_3_7_3_1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.writeRcv_3_7_3_1.writeRcv_3_7_3_1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.writeSend0_3_7_3_1.writeSend0_3_7_3_1_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.agent_message_compliance.writeSend_3_7_3_1.writeSend_3_7_3_1_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.clock_gating_compliance.CONS_ClkReqAckDeadLockFree1.CONS_ClkReqAckDeadLockFree1_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.clock_gating_compliance.ISMPM_032_AgentIs_IDLE_WhenClockIsInvalid_Trigger.ISMPM_032_AgentIs_IDLE_WhenClockIsInvalid_Trigger_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.clock_gating_compliance.ISMPM_clkreq_clkack_00.ISMPM_clkreq_clkack_00_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.clock_gating_compliance.ISMPM_clkreq_clkack_01.ISMPM_clkreq_clkack_01_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.clock_gating_compliance.ISMPM_clkreq_clkack_10.ISMPM_clkreq_clkack_10_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.clock_gating_compliance.ISMPM_full_clock_gating_cycle.ISMPM_full_clock_gating_cycle_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.cupIdleReqNP_4_2_2.cupIdleReqNP_4_2_2_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.cupIdleReqPC_4_2_2.cupIdleReqPC_4_2_2_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.exitIdleCov_fig4_4.exitIdleCov_fig4_4_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.exitIdleCov_fig4_5.exitIdleCov_fig4_5_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.exitIdleCov_fig4_6.exitIdleCov_fig4_6_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.exitIdleCov_fig4_8.exitIdleCov_fig4_8_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_credit_compliance.CreditsToReturn_Cover_1.CreditsToReturn_Cover_1_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_credit_compliance.CreditsToReturn_Cover_2.CreditsToReturn_Cover_2_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_credit_compliance.FlowCornerCover[0].SidebandInitCov_fig3_4_fabric.SidebandInitCov_fig3_4_fabric_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_credit_compliance.FlowCornerCover[0].immediateResponse_3_3_2_2.immediateResponse_3_3_2_2_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_credit_compliance.FlowCornerCover[1].SidebandInitCov_fig3_4_fabric.SidebandInitCov_fig3_4_fabric_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_credit_compliance.FlowCornerCover[1].immediateResponse_3_3_2_2.immediateResponse_3_3_2_2_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_ism_compliance.FabricISMCover[1].ISMPM_002_CoverEachFabricISMState_Trigger.ISMPM_002_CoverEachFabricISMState_Trigger_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_ism_compliance.state1_cover[1].state2_cover[1].fabric_legal_transition_cover.fabricIsm_transition_legal.fabricIsm_transition_legal_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_ism_compliance.state1_cover[1].state2_cover[3].fabric_legal_transition_cover.fabricIsm_transition_legal.fabricIsm_transition_legal_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_ism_compliance.state1_cover[3].state2_cover[0].fabric_legal_transition_cover.fabricIsm_transition_legal.fabricIsm_transition_legal_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_ism_compliance.state1_cover[3].state2_cover[1].fabric_legal_transition_cover.fabricIsm_transition_legal.fabricIsm_transition_legal_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[0].SBMI_024_MessageIsSizeAndRangeValid_Trigger.SBMI_024_MessageIsSizeAndRangeValid_Trigger_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger1.SBMI_027_030_031_RegAccessIsValid_Trigger1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger2.SBMI_027_030_031_RegAccessIsValid_Trigger2_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger3.SBMI_027_030_031_RegAccessIsValid_Trigger3_COVER,covered,success,safety,-1,58,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger4.SBMI_027_030_031_RegAccessIsValid_Trigger4_COVER,covered,success,safety,-1,58,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger5.SBMI_027_030_031_RegAccessIsValid_Trigger5_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[0].SBMI_027_030_031_RegAccessIsValid_Trigger6.SBMI_027_030_031_RegAccessIsValid_Trigger6_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[0].SBMI_034_RegWriteIsValid_Trigger.SBMI_034_RegWriteIsValid_Trigger_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[0].SBMI_DataMessageIsValid_Trigger.SBMI_DataMessageIsValid_Trigger_COVER,covered,success,safety,-1,58,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[0].SBMI_RegReadIsValid_Trigger.SBMI_RegReadIsValid_Trigger_COVER,covered,success,safety,-1,58,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[0].SBMI_SimpleMessageIsValid_Trigger.SBMI_SimpleMessageIsValid_Trigger_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[1].SBMI_024_MessageIsSizeAndRangeValid_Trigger.SBMI_024_MessageIsSizeAndRangeValid_Trigger_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger1.SBMI_027_030_031_RegAccessIsValid_Trigger1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger2.SBMI_027_030_031_RegAccessIsValid_Trigger2_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger3.SBMI_027_030_031_RegAccessIsValid_Trigger3_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger4.SBMI_027_030_031_RegAccessIsValid_Trigger4_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger5.SBMI_027_030_031_RegAccessIsValid_Trigger5_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[1].SBMI_027_030_031_RegAccessIsValid_Trigger6.SBMI_027_030_031_RegAccessIsValid_Trigger6_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[1].SBMI_034_RegWriteIsValid_Trigger.SBMI_034_RegWriteIsValid_Trigger_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[1].SBMI_DataMessageIsValid_Trigger.SBMI_DataMessageIsValid_Trigger_COVER,covered,success,safety,-1,58,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.MessageValidityCheckCover[1].SBMI_SimpleMessageIsValid_Trigger.SBMI_SimpleMessageIsValid_Trigger_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.PowerDownRcv_3_3_2_1.PowerDownRcv_3_3_2_1_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger1.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger2.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger2_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger3.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger3_COVER,covered,success,safety,-1,58,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger4.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger4_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger5.SBMI_025_029_032_035_041_042_RequestCompletionMatch_Trigger5_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.SBMI_036_CompletionIsValid_Trigger1.SBMI_036_CompletionIsValid_Trigger1_COVER,covered,success,safety,-1,58,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.SBMI_036_CompletionIsValid_Trigger2.SBMI_036_CompletionIsValid_Trigger2_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.UnsuccessfulRcv_3_3_2_1.UnsuccessfulRcv_3_3_2_1_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.UnsuccessfulSend_3_3_2_1.UnsuccessfulSend_3_3_2_1_COVER,covered,success,safety,-1,50,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.broadcastAggregateRcv_3_4_2.broadcastAggregateRcv_3_4_2_COVER,covered,success,safety,-1,44,-1,4,-1 
sbr.sbc_compliance1.sbc_ifc_compliance.fabric_message_compliance.broadcastAggregate_3_4_2.broadcastAggregate_3_4_2_COVER,not covered bounded,timeout,safety,54,-1,-1,4,-1 
